timestamp,ax,ay,az,gx,gy,gz,grx,gry,grz
1774801274.026933,-0.004893,0.069144,-0.126863,0.440296,-0.237379,-0.160102,-0.116094,-0.056388,-0.991636
1774801274.036997,0.002984,0.055580,-0.093028,0.365139,-0.286185,-0.207656,-0.118585,-0.060585,-0.991094
1774801274.046942,0.013659,0.057732,-0.058043,0.377796,-0.340585,-0.177855,-0.121615,-0.064491,-0.990480
1774801274.057381,0.017656,0.091953,-0.007615,0.440304,-0.358341,-0.158794,-0.124971,-0.068745,-0.989776
1774801274.066905,0.012752,0.109476,0.027336,0.509498,-0.342684,-0.132921,-0.128367,-0.073618,-0.988990
1774801274.076824,0.004640,0.096059,0.038628,0.551142,-0.326774,-0.154306,-0.131563,-0.079229,-0.988137
1774801274.086915,0.012009,0.091770,0.050659,0.551959,-0.319528,-0.104614,-0.134659,-0.084781,-0.987258
1774801274.096959,0.023930,0.048639,0.037576,0.511753,-0.277590,-0.103234,-0.137563,-0.090311,-0.986367
1774801274.107204,0.034258,0.021037,0.037687,0.444705,-0.254245,-0.091531,-0.140001,-0.095210,-0.985563
1774801274.117068,0.082829,0.016952,0.049762,0.347976,-0.261940,-0.033826,-0.142522,-0.099227,-0.984805
1774801274.127113,0.100985,0.015685,0.073648,0.239452,-0.287282,-0.001778,-0.145128,-0.102157,-0.984125
1774801274.137012,0.105214,0.011344,0.083088,0.084586,-0.288747,-0.036414,-0.147893,-0.103812,-0.983540
1774801274.147254,0.107656,0.018976,0.093386,0.012466,-0.314883,0.052712,-0.150823,-0.104242,-0.983049
1774801274.157304,0.095182,0.033457,0.133677,-0.038522,-0.294668,0.084033,-0.153898,-0.103983,-0.982600
1774801274.167362,0.079493,0.029550,0.158096,-0.095327,-0.274651,0.125131,-0.156810,-0.103189,-0.982223
1774801274.177296,0.097757,0.014762,0.183942,-0.242940,-0.267413,0.205526,-0.159662,-0.101294,-0.981961
1774801274.187489,0.104857,-0.024769,0.213334,-0.435823,-0.254243,0.315973,-0.162566,-0.097606,-0.981858
1774801274.197718,0.110811,-0.064252,0.248829,-0.727249,-0.208243,0.409197,-0.165163,-0.091327,-0.982029
1774801274.207635,0.154490,-0.082375,0.293903,-1.111367,-0.185198,0.541200,-0.167459,-0.081535,-0.982502
1774801274.217562,0.200968,-0.095846,0.360544,-1.570002,-0.181708,0.641505,-0.169611,-0.067316,-0.983209
1774801274.227701,0.240401,-0.104329,0.413278,-2.128008,-0.204037,0.779605,-0.171767,-0.047908,-0.983972
1774801274.237752,0.261154,-0.095545,0.463159,-2.848319,-0.227872,0.893097,-0.174149,-0.021917,-0.984475
1774801274.247767,0.248654,-0.115390,0.499357,-3.655078,-0.258068,1.005005,-0.176632,0.011874,-0.984205
1774801274.257825,0.242306,-0.135114,0.539210,-4.470685,-0.287607,1.115716,-0.178982,0.053967,-0.982371
1774801274.267836,0.237020,-0.138167,0.586564,-5.165783,-0.284240,1.224578,-0.180913,0.103591,-0.978028
1774801274.277952,0.222346,-0.124505,0.654583,-5.886708,-0.274266,1.352039,-0.181925,0.160074,-0.970196
1774801274.288242,0.190877,-0.152770,0.727995,-6.633850,-0.258144,1.423352,-0.181875,0.223266,-0.957640
